186113,1
186119,1
191123,1
191137,1
191143,1
191173,1
191189,1
191413,1
191519,1
191717,1
192113,1
192229,2
194113,1
194119,1
196117,1
197117,1
200017,0
200023,0
200029,0
200033,0
200041,0
200063,0
200087,0
200201,0
200227,2
200401,0
200407,0
200609,0
200807,0
200903,0
200909,0
201007,0
201119,1
202001,0
202021,2
202121,2
202127,2
202129,2
202201,2
202219,2
202231,2
202243,2
202277,2
202289,2
202291,2
202327,2
202529,2
202621,2
202627,2
202729,2
202823,2
202921,2
203221,2
203227,2
204007,0
205223,2
206009,0
206221,2
207227,2
208001,0
208003,0
208009,0
208223,2
209221,2
209227,2
210113,1
210229,2
211129,1
211153,1
211177,1
211187,1
211193,1
211199,1
211213,1
211217,1
211219,1
211229,2
211313,1
211319,1
211619,1
211817,1
212029,2
212117,1
212123,2
212203,2
212207,2
212209,2
212239,2
212243,2
212281,2
212293,2
212297,2
212423,2
212627,2
212827,2
212923,2
213119,1
213223,2
213229,2
216113,1
216119,1
217117,1
217223,2
217229,2
218117,1
218227,2
219119,1
219223,2
220009,0
220021,2
220123,2
220217,2
220243,2
220279,2
220291,2
220327,2
220421,2
220529,2
220721,2
221021,2
221201,2
221203,2
221209,2
221219,2
221233,2
221239,2
221251,2
221261,2
221281,2
221327,2
221621,2
221623,2
221723,2
221729,2
221827,2
222007,2
222011,2
222041,2
222043,2
222059,2
222067,2
222073,2
222107,2
222109,2
222113,2
222137,2
222149,2
222151,2
222161,2
222163,2
222193,2
222197,2
222199,2
222311,2
222317,2
222337,2
222347,2
222349,2
222361,2
222367,2
222379,2
222389,2
222403,2
222419,2
222437,2
222461,2
222493,2
222499,2
222511,2
222533,2
222553,2
222557,2
222587,2
222601,2
222613,2
222619,2
222643,2
222647,2
222659,2
222679,2
222707,2
222713,2
222731,2
222773,2
222779,2
222787,2
222791,2
222793,2
222799,2
222839,2
222841,2
222857,2
222863,2
222877,2
222883,2
222913,2
222919,2
222931,2
222941,2
222947,2
222953,2
222967,2
222977,2
222979,2
222991,2
223129,2
223207,2
223211,2
223217,2
223219,2
223241,2
223243,2
223247,2
223253,2
223259,2
223273,2
223277,2
223283,2
223291,2
223423,2
223429,2
223529,2
223621,2
223823,2
223829,2
223921,2
224027,2
224129,2
224201,2
224209,2
224233,2
224239,2
224251,2
224261,2
224267,2
224291,2
224299,2
224327,2
224423,2
224429,2
224527,2
224629,2
224729,2
224921,2
224929,2
225023,2
225217,2
225241,2
225257,2
225263,2
225287,2
225289,2
225299,2
225427,2
225523,2
225527,2
225529,2
225629,2
225721,2
225821,2
225829,2
226027,2
226123,2
226129,2
226201,2
226217,2
226231,2
226241,2
226267,2
226283,2
226427,2
226621,2
226823,2
227027,2
227207,2
227219,2
227231,2
227233,2
227251,2
227257,2
227267,2
227281,2
227299,2
227627,2
227629,2
227729,2
227827,2
228023,2
228127,2
228203,2
228211,2
228233,2
228251,2
228257,2
228281,2
228299,2
228421,2
228427,2
228521,2
228523,2
228829,2
228923,2
228929,2
229027,2
229123,2
229127,2
229213,2
229217,2
229237,2
229247,2
229249,2
229253,2
229261,2
229267,2
229283,2
229321,2
229423,2
229529,2
229627,2
229727,2
230003,0
230221,2
230227,2
231223,2
232129,2
232207,2
232217,2
232259,2
232523,2
232621,2
232823,2
233221,2
238223,2
238229,2
240007,0
241117,1
241229,2
242129,2
242201,2
242243,2
242257,2
242261,2
242273,2
242279,2
242329,2
242521,2
242621,2
242629,2
242729,2
242923,2
242927,2
243227,2
246223,2
247223,2
247229,2
249229,2
250007,0
251117,1
251221,2
252029,2
252209,2
252233,2
252253,2
252277,2
252283,2
252289,2
252293,2
252323,2
252727,2
252823,2
252827,2
252829,2
253229,2
257221,2
259229,2
260003,0
260009,0
261223,2
261229,2
262027,2
262121,2
262127,2
262217,2
262231,2
262237,2
262253,2
262261,2
262271,2
262321,2
262621,2
262627,2
262723,2
263227,2
264221,2
266221,2
267227,2
267229,2
269221,2
270001,0
270223,2
270229,2
272029,2
272201,2
272203,2
272231,2
272249,2
272257,2
272263,2
272267,2
272269,2
272287,2
272299,2
272329,2
272423,2
272621,2
272927,2
274223,2
275227,2
276229,2
277223,2
278227,2
279221,2
280001,0
280009,0
280223,2
280229,2
281117,1
281227,2
282127,2
282239,2
282241,2
282253,2
282281,2
282287,2
282299,2
282427,2
282827,2
284227,2
285221,2
285227,2
288227,2
291113,1
292021,2
292027,2
292231,2
292241,2
292249,2
292267,2
292283,2
292427,2
292627,2
292727,2
292921,2
293221,2
294223,2
294227,2
296221,2
298223,2
300017,0
300023,0
300043,0
300073,0
300089,0
300109,0
300301,0
300809,0
302009,0
302221,2
302227,2
303007,0
304009,0
307009,0
308003,0
309007,0
310117,1
311123,1
311137,1
311153,1
311173,1
311177,1
311183,1
311189,1
311197,1
311419,1
311713,1
312229,2
314113,1
314117,1
319117,1
320009,0
321221,2
321227,2
322213,2
322237,2
322243,2
322247,2
322249,2
322261,2
322271,2
322327,2
322429,2
322523,2
322627,2
322727,2
322921,2
324223,2
325229,2
332221,2
340007,0
350003,0
352229,2
360007,0
362221,2
370003,0
370009,0
372223,2
382229,2
390001,0
391117,1
392221,2
400031,0
400033,0
400051,0
400067,0
400069,0
400087,0
400093,0
400109,0
400207,0
400307,0
400409,0
400601,0
400607,0
400703,0
400903,0
401113,1
401119,1
402221,2
402223,2
403001,0
403003,0
404009,0
405001,0
409007,0
410009,0
410117,1
410119,1
411013,1
411127,1
411143,1
411157,1
411167,1
411193,1
411197,1
411613,1
411617,1
411919,1
413113,1
417113,1
417119,1
420001,0
420221,2
422029,2
422129,2
422203,2
422209,2
422231,2
422239,2
422243,2
422249,2
422267,2
422287,2
422291,2
422321,2
422621,2
422627,2
422827,2
422923,2
422927,2
423221,2
423229,2
424223,2
426229,2
428221,2
428227,2
429223,2
429227,2
430007,0
430009,0
432227,2
440009,0
441113,1
442229,2
450001,0
452227,2
461119,1
462221,2
482227,2
490001,0
490003,0
492227,2
500029,0
500041,0
500057,0
500069,0
500083,0
500107,0
500209,0
500501,0
500509,0
500603,0
500807,0
500809,0
500909,0
501001,0
502001,0
503003,0
504001,0
508009,0
510007,0
511013,1
511019,1
511109,1
511123,1
511153,1
511163,1
511169,1
511177,1
511193,1
511213,1
511417,1
511519,1
514117,1
518113,1
519119,1
521119,1
522127,2
522211,2
522233,2
522239,2
522251,2
522259,2
522281,2
522283,2
522289,2
522323,2
522521,2
522523,2
522623,2
522827,2
522829,2
524221,2
525221,2
526223,2
528223,2
529229,2
550007,0
550009,0
551113,1
570001,0
580001,0
582221,2
582223,2
582227,2
591113,1
592223,2
600011,0
600043,0
600053,0
600071,0
600073,0
600091,0
600101,0
600109,0
600203,0
600307,0
600401,0
600403,0
600407,0
600601,0
600701,0
600703,0
602221,2
602227,2
604001,0
604007,0
605009,0
607001,0
607003,0
607007,0
611137,1
611147,1
611189,1
611213,1
611419,1
612113,1
612223,2
612229,2
614113,1
616117,1
617119,1
618119,1
619117,1
620003,0
620227,2
621113,1
621223,2
621227,2
622123,2
622129,2
622241,2
622243,2
622247,2
622249,2
622277,2
622423,2
622529,2
622621,2
622723,2
622729,2
622927,2
623221,2
624229,2
627227,2
632221,2
632227,2
640007,0
640009,0
642223,2
652229,2
660001,0
661117,1
662227,2
670001,0
672223,2
672227,2
672229,2
680003,0
681113,1
682229,2
692221,2
700027,0
700057,0
700067,0
700079,0
700081,0
700087,0
700099,0
700103,0
700109,0
700201,0
700303,0
700307,0
700703,0
700801,0
700907,0
701009,0
701117,1
702007,0
704003,0
704009,0
706001,0
706003,0
706009,0
708007,0
710009,0
710119,1
711017,1
711019,1
711133,1
711143,1
711163,1
711173,1
711187,1
711317,1
711517,1
711617,1
711713,1
711817,1
711913,1
713117,1
714113,1
716117,1
717113,1
719119,1
720007,0
720221,2
720229,2
721117,1
721223,2
721229,2
722023,2
722027,2
722123,2
722213,2
722237,2
722243,2
722257,2
722273,2
722287,2
722291,2
722299,2
722321,2
722521,2
722723,2
722921,2
723221,2
723227,2
726221,2
730003,0
731113,1
731117,1
732229,2
741119,1
742229,2
760007,0
761113,1
761119,1
762227,2
772229,2
781117,1
790003,0
791117,1
792223,2
792227,2
792229,2
800011,0
800029,0
800053,0
800057,0
800077,0
800083,0
800089,0
800209,0
800407,0
800509,0
800707,0
800801,0
800903,0
800909,0
801001,0
801007,0
802007,0
804007,0
806009,0
811123,1
811127,1
811147,1
811157,1
811163,1
811183,1
811193,1
811199,1
811519,1
811619,1
811819,1
811919,1
812221,2
816113,1
818113,1
820223,2
821113,1
822233,2
822253,2
822259,2
822277,2
822293,2
822299,2
822323,2
822329,2
822721,2
822727,2
822821,2
822823,2
824227,2
825229,2
827227,2
828221,2
829223,2
829229,2
830003,0
850009,0
851113,1
851117,1
860009,0
862229,2
870007,0
872227,2
880001,0
880007,0
881119,1
890003,0
900019,0
900037,0
900061,0
900089,0
900091,0
900103,0
900307,0
900409,0
900607,0
900701,0
900803,0
901007,0
901009,0
902009,0
902227,2
906007,0
908003,0
910003,0
911129,1
911147,1
911159,1
911167,1
911173,1
911179,1
911219,1
911413,1
911419,1
911719,1
911819,1
911917,1
912227,2
914117,1
915113,1
917113,1
917117,1
921223,2
922021,2
922027,2
922123,2
922211,2
922217,2
922237,2
922247,2
922261,2
922283,2
922289,2
922291,2
922321,2
922423,2
922627,2
922729,2
923227,2
926227,2
927229,2
928223,2
932221,2
932227,2
940001,0
940003,0
941117,1
941119,1
942223,2
950009,0
952229,2
961117,1
972221,2
972227,2
972229,2
990001,0
