100019,0
100043,0
100049,0
100057,0
100069,0
100103,0
100109,0
100207,0
100403,0
100501,0
100609,0
100703,0
100801,0
100907,0
101009,0
101107,1
101149,1
101159,1
101173,1
101183,1
101197,1
101419,1
101513,1
101719,1
101917,1
102001,0
102229,2
103001,0
103007,0
104003,0
104009,0
104113,1
104119,1
107119,1
108007,0
109001,0
110017,1
110129,1
110183,1
110419,1
110813,1
110819,1
110917,1
111029,1
111043,1
111049,1
111053,1
111227,1
111229,1
111253,1
111263,1
111269,1
111323,1
111337,1
111347,1
111373,1
111409,1
111427,1
111439,1
111443,1
111467,1
111487,1
111493,1
111497,1
111509,1
111533,1
111539,1
111577,1
111593,1
111599,1
111623,1
111637,1
111653,1
111659,1
111667,1
111697,1
111733,1
111767,1
111773,1
111779,1
111799,1
111827,1
111829,1
111833,1
111847,1
111857,1
111863,1
111869,1
111893,1
111949,1
111953,1
111959,1
111973,1
111977,1
111997,1
112019,1
112103,1
112129,1
112139,1
112153,1
112163,1
112199,1
112213,1
112223,2
112913,1
112919,1
113017,1
113123,1
113143,1
113147,1
113149,1
113153,1
113159,1
113167,1
113173,1
113177,1
113189,1
113213,1
113417,1
113513,1
113717,1
113719,1
113819,1
114013,1
114143,1
114157,1
114167,1
114193,1
114197,1
114199,1
114217,1
114319,1
114419,1
114613,1
114617,1
114713,1
114913,1
115013,1
115019,1
115123,1
115127,1
115133,1
115153,1
115163,1
115183,1
115319,1
115513,1
115613,1
116107,1
116159,1
116167,1
116177,1
116189,1
116719,1
116819,1
117017,1
117109,1
117127,1
117133,1
117163,1
117167,1
117193,1
117319,1
117413,1
117517,1
117617,1
117619,1
117917,1
118127,1
118147,1
118163,1
118169,1
118189,1
118213,1
118219,1
118619,1
118717,1
118819,1
118913,1
119107,1
119129,1
119159,1
119173,1
119179,1
119183,1
119417,1
119419,1
119513,1
119617,1
119813,1
120223,2
121013,1
121019,1
121123,1
121139,1
121157,1
121169,1
121189,1
121229,2
121313,1
122021,2
122027,2
122029,2
122117,1
122201,2
122203,2
122207,2
122209,2
122219,2
122231,2
122251,2
122263,2
122267,2
122273,2
122279,2
122299,2
122321,2
122323,2
122327,2
122527,2
122827,2
122921,2
122929,2
123113,1
123229,2
125113,1
125117,1
125119,1
125221,2
126223,2
126227,2
126229,2
128113,1
128119,1
128221,2
129113,1
129119,1
129221,2
129223,2
129229,2
130003,0
131129,1
131143,1
131149,1
131213,1
131317,1
131413,1
131519,1
131617,1
131713,1
132113,1
132229,2
133117,1
135119,1
137117,1
137119,1
138113,1
140009,0
141107,1
141157,1
141179,1
141199,1
141319,1
141413,1
141613,1
141619,1
141719,1
141917,1
142223,2
143113,1
146117,1
149113,1
149119,1
150001,0
151013,1
151153,1
151157,1
151163,1
151169,1
151189,1
151213,1
151517,1
151717,1
151813,1
151817,1
153113,1
155119,1
156119,1
158113,1
159113,1
159119,1
160001,0
160009,0
160117,1
161017,1
161123,1
161137,1
161149,1
161159,1
161167,1
161717,1
162119,1
162221,2
162229,2
163117,1
164113,1
164117,1
167113,1
167117,1
167119,1
170003,0
171103,1
171163,1
171167,1
171169,1
171179,1
171317,1
171517,1
171617,1
171713,1
171719,1
171917,1
172223,2
177113,1
178117,1
179119,1
180001,0
180007,0
181019,1
181123,1
181157,1
181183,1
181193,1
181199,1
181213,1
181219,1
181513,1
181619,1
181717,1
181813,1
181913,1
181919,1
183119,1
184117,1
